work_year,experience_level,employment_type,job_title,salary,salary_currency,employee_residence,remote_ratio,company_location,company_size,salary_in_usd
2022,SE,FT,Machine Learning Engineer,202900,USD,US,100,US,L,202900
2022,SE,FT,Machine Learning Engineer,202900,USD,US,100,US,L,202900
2022,SE,FT,Analytics Engineer,203500,USD,US,0,US,M,203500
2022,SE,FT,Data Scientist,203500,USD,US,0,US,M,203500
2022,SE,FT,Data Scientist,204100,USD,US,0,US,M,204100
2022,SE,FT,Machine Learning Engineer,204500,USD,US,0,US,M,204500
2022,EX,FT,Head of Data,205000,USD,US,0,US,M,205000
2022,SE,FT,Data Scientist,205000,USD,US,0,US,M,205000
2022,SE,FT,Data Scientist,205300,USD,US,0,US,L,205300
2022,SE,FT,Data Scientist,205300,USD,US,0,US,M,205300
2022,SE,FT,Analytics Engineer,205300,USD,US,0,US,M,205300
2022,SE,FT,Data Engineer,205600,USD,US,0,US,L,205600
2022,SE,FT,Data Science Manager,206000,USD,US,100,US,M,206000
2022,SE,FT,Data Engineer,206699,USD,US,0,US,M,206699
2022,MI,FT,Data Engineer,206699,USD,US,0,US,M,206699
2022,SE,FT,Data Scientist,207000,USD,US,100,US,M,207000
2022,SE,FT,Data Scientist,207000,USD,US,100,US,M,207000
2022,SE,FT,Data Architect,208775,USD,US,100,US,M,208775
2022,SE,FT,Data Engineer,209100,USD,US,100,US,L,209100
2022,SE,FT,Data Engineer,209100,USD,US,100,US,L,209100
2022,SE,FT,Machine Learning Engineer,210000,USD,US,100,US,M,210000
2022,EX,FT,Analytics Engineer,210000,USD,US,100,US,M,210000
2022,SE,FT,Machine Learning Engineer,210000,USD,US,100,US,M,210000
2022,SE,FT,Machine Learning Engineer,210000,USD,US,100,US,M,210000
2022,SE,FT,Data Engineer,210000,USD,US,100,US,M,210000
2022,SE,FT,Data Engineer,210000,USD,US,100,US,M,210000
2022,SE,FT,Data Scientist,210000,USD,US,100,US,M,210000
2022,SE,FT,Data Scientist,210000,USD,US,100,US,M,210000
2022,SE,FT,Data Scientist,210000,USD,US,100,US,M,210000
2022,SE,FT,Data Scientist,210000,USD,US,100,US,M,210000
2022,SE,FT,Data Engineer,210000,USD,US,100,US,M,210000
2022,SE,FT,Data Scientist,211500,USD,US,100,US,M,211500
2022,SE,FT,Applied Scientist,212800,USD,US,100,US,M,212800
2022,SE,FT,Data Architect,213120,USD,US,100,US,M,213120
2022,SE,FT,Machine Learning Engineer,214000,USD,US,100,US,M,214000
2022,SE,FT,Data Scientist,215000,USD,US,0,US,L,215000
2022,SE,FT,Data Engineer,215000,USD,US,0,US,M,215000
2022,SE,FT,Data Scientist,215300,USD,US,100,US,L,215300
2022,SE,FT,Data Scientist,215300,USD,US,0,US,L,215300
2022,SE,FT,Machine Learning Scientist,216000,USD,US,0,US,M,216000
2022,EX,FT,Data Engineer,216000,USD,US,100,US,M,216000
2022,SE,FT,Data Analyst,216200,USD,US,0,US,M,216200
2022,MI,FT,Data Analyst,216200,USD,US,0,US,M,216200
2022,SE,FT,Data Scientist,218000,USD,US,0,US,M,218000
2022,SE,FT,Data Engineer,220000,USD,US,0,US,M,220000
2022,SE,FT,Data Scientist,220000,USD,US,100,US,M,220000
2022,SE,FT,Machine Learning Engineer,220000,USD,US,100,US,M,220000
2021,SE,FT,Principal Data Scientist,220000,USD,US,0,US,L,220000
2022,SE,FT,Data Engineer,220110,USD,US,0,US,M,220110
2022,SE,FT,Data Engineer,220110,USD,US,100,US,M,220110
2022,SE,FT,Data Specialist,221300,USD,US,100,US,L,221300
2022,EX,FT,Data Science Manager,222640,USD,US,0,US,M,222640
2022,EX,FT,Head of Data Science,224000,USD,US,100,US,M,224000
2022,SE,FT,Data Scientist,225000,USD,US,0,US,M,225000
2022,SE,FT,Data Engineer,225000,USD,US,0,US,M,225000
2022,SE,FT,Data Scientist,225000,USD,US,0,US,M,225000
2022,SE,FT,Data Scientist,225000,USD,US,0,US,M,225000
2022,SE,FT,Data Architect,225000,USD,US,100,US,M,225000
2022,SE,FT,Data Engineer,225000,USD,US,0,US,M,225000
2022,MI,FT,Data Scientist,225000,USD,US,0,US,M,225000
2021,EN,FT,Machine Learning Scientist,225000,USD,US,100,US,L,225000
2021,SE,FT,Machine Learning Scientist,225000,USD,US,100,CA,L,225000
2022,SE,FT,Data Engineer,229998,USD,US,0,US,L,229998
2022,SE,FT,Data Engineer,229998,USD,US,0,US,L,229998
2022,SE,FT,Data Scientist,230000,USD,US,100,US,M,230000
2022,SE,FT,Data Scientist,230000,USD,US,100,US,M,230000
2021,EX,FT,Head of Data,230000,USD,RU,50,RU,L,230000
2022,SE,FT,Data Architect,230400,USD,US,0,US,M,230400
2021,EX,FT,Head of Data,235000,USD,US,100,US,L,235000
2021,SE,FT,Principal Data Scientist,235000,USD,US,100,US,L,235000
2022,SE,FT,Data Engineer,236000,USD,US,100,US,M,236000
2022,SE,FT,Data Analyst,236600,USD,US,100,US,M,236600
2022,SE,FT,Data Scientist,236900,USD,US,100,US,L,236900
2022,SE,FT,Data Engineer,240000,USD,US,0,US,M,240000
2022,MI,FT,Research Engineer,240000,USD,US,100,US,M,240000
2022,SE,FT,ML Engineer,240000,USD,US,0,US,M,240000
2021,SE,FT,Data Science Manager,240000,USD,US,0,US,L,240000
2022,MI,FT,Data Science Manager,241000,USD,US,100,US,M,241000
2022,EX,FT,Data Engineer,242000,USD,US,100,US,M,242000
2022,SE,FT,Data Science Manager,243225,USD,US,100,US,M,243225
2022,SE,FT,Data Engineer,243900,USD,US,100,US,M,243900
2022,SE,FT,Data Scientist,245000,USD,US,0,US,M,245000
2022,SE,FT,Analytics Engineer,245000,USD,US,0,US,M,245000
2022,SE,FT,Data Scientist,245000,USD,US,0,US,M,245000
2022,SE,FT,Machine Learning Engineer,248700,USD,US,0,US,M,248700
2022,SE,FT,Data Science Manager,249260,USD,US,0,US,M,249260
2022,SE,FT,ETL Developer,250000,USD,US,100,US,M,250000
2022,SE,FT,ETL Developer,250000,USD,US,100,US,M,250000
2022,SE,FT,Data Engineer,250000,USD,US,100,US,M,250000
2022,SE,FT,Data Engineer,250000,USD,US,100,US,M,250000
2022,SE,FT,Analytics Engineer,250000,USD,US,0,US,M,250000
2022,SE,FT,Analytics Engineer,250000,USD,US,0,US,M,250000
2022,SE,FT,Data Engineer,250000,USD,US,0,US,M,250000
2022,SE,FT,ETL Developer,250000,USD,US,0,US,M,250000
2022,SE,FT,Data Architect,250000,USD,US,0,US,M,250000
2022,SE,FT,Data Engineer,250000,USD,US,0,US,M,250000
2021,SE,FT,Cloud Data Architect,250000,USD,US,50,US,L,250000
2022,SE,FT,Data Engineer,250000,USD,US,0,US,M,250000
2022,SE,FT,Data Architect,250000,USD,US,0,US,M,250000
2022,SE,FT,Data Engineer,250000,USD,US,0,US,M,250000
2021,EX,FT,Director of Data Science,250000,USD,US,0,US,L,250000
2020,EN,FT,Machine Learning Engineer,250000,USD,US,50,US,L,250000
2021,SE,FT,ML Engineer,256000,USD,US,100,US,S,256000
2022,SE,FT,Data Engineer,260000,USD,US,0,US,M,260000
2022,EX,FT,Data Engineer,260000,USD,US,100,US,M,260000
2022,SE,FT,Data Scientist,260000,USD,US,100,US,M,260000
2020,SE,FT,Machine Learning Scientist,260000,USD,JP,0,JP,S,260000
2022,EX,FT,Data Science Manager,260500,USD,US,0,US,M,260500
2022,SE,FT,Data Architect,266400,USD,US,100,US,M,266400
2021,MI,CT,ML Engineer,270000,USD,US,100,US,L,270000
2022,SE,FT,Data Engineer,275000,USD,US,100,US,M,275000
2021,SE,FT,Lead Data Engineer,276000,USD,US,0,US,L,276000
2022,EX,FT,Data Engineer,297500,USD,US,100,US,M,297500
2022,SE,FT,Data Engineer,300000,USD,US,0,US,M,300000
2022,SE,FT,Data Engineer,300000,USD,US,0,US,M,300000
2022,SE,FT,Data Engineer,300000,USD,US,0,US,M,300000
2022,SE,FT,Data Science Manager,300000,USD,US,100,US,M,300000
2022,EX,FT,Data Engineer,324000,USD,US,100,US,M,324000
2020,EX,FT,Director of Data Science,325000,USD,US,100,US,L,325000
2022,SE,FT,Data Architect,345600,USD,US,0,US,M,345600
2022,SE,FT,Applied Data Scientist,380000,USD,US,100,US,L,380000
2022,SE,FT,Data Analytics Lead,405000,USD,US,100,US,L,405000
2020,SE,FT,Data Scientist,412000,USD,US,100,US,L,412000
2021,EX,CT,Principal Data Scientist,416000,USD,US,100,US,S,416000
2021,MI,FT,Applied Machine Learning Scientist,423000,USD,US,50,US,L,423000
2020,MI,FT,Research Scientist,450000,USD,US,0,US,M,450000
2021,MI,FT,Financial Data Analyst,450000,USD,US,100,US,L,450000
2021,EX,FT,Principal Data Engineer,600000,USD,US,100,US,L,600000
